1, 71
2, 80
3, 65
4, 77
5, 70
6, 57
7, 73
8, 87
9, 85
10, 60
11, 61
12, 65
13, 75
14, 84
15, 80
16, 66
17, 65
18, 62
19, 58
20, 68
21, 51
22, 56
23, 61
24, 59
25, 67
26, 69
27, 69
28, 79
