1, 238
2, 241
3, 207
4, 207
5, 339
6, 252
7, 106
8, 147
9, 145
10, 243
11, 266
12, 335
13, 312
14, 227
15, 177
16, 166
17, 152
18, 221
19, 237
20, 205
21, 181
22, 139
23, 100
24, 141
25, 157
26, 109
27, 87
28, 141
