1, 109
2, 130
3, 164
4, 143
5, 156
6, 115
7, 58
8, 119
9, 106
10, 153
11, 182
12, 153
13, 106
14, 73
15, 91
16, 131
17, 169
18, 137
19, 121
20, 183
21, 85
22, 103
23, 129
24, 80
25, 65
26, 64
27, 61
28, 70
