1, 88
2, 105
3, 85
4, 54
5, 63
6, 127
7, 115
8, 77
9, 136
10, 122
11, 65
12, 67
13, 99
14, 77
15, 71
16, 83
17, 96
18, 90
19, 95
20, 81
21, 75
22, 77
23, 82
24, 78
25, 71
26, 81
27, 46
28, 86
