1, 114
2, 118
3, 108
4, 118
5, 121
6, 130
7, 111
8, 134
9, 158
10, 162
11, 120
12, 120
13, 138
14, 130
15, 87
16, 105
17, 96
18, 137
19, 115
20, 80
21, 90
22, 105
23, 129
24, 100
25, 120
26, 138
27, 126
28, 120
